Breakdown,Category,b.c,N,Employee engagement index,My work ,Organisational objectives and purpose ,My manager ,My team ,Learning and development ,Inclusion and fair treatment ,Resources and workload ,Pay and benefits ,Leadership and managing change ,B01. I am interested in my work ,B02. I am sufficiently challenged by my work ,B03. My work gives me a sense of personal accomplishment ,B04. I feel involved in the decisions that affect my work ,B05. I have a choice in deciding how I do my work,B06. I have a clear understanding of [my organisation's] purpose,B07. I have a clear understanding of [my organisation's] objectives ,B08. I understand how my work contributes to [my organisation's] objectives ,B09. My manager motivates me to be more effective in my job ,B10. My manager is considerate of my life outside work ,B11. My manager is open to my ideas ,B12. My manager helps me to understand how I contribute to [my organisation's] objectives ,"B13. Overall, I have confidence in the decisions made by my manager ",B14. My manager recognises when I have done my job well ,B15. I receive regular feedback on my performance ,B16. The feedback I receive helps me to improve my performance ,B17. I think that my performance is evaluated fairly ,B18. Poor performance is dealt with effectively in my team ,B19. The people in my team can be relied upon to help when things get difficult in my job ,B20. The people in my team work together to find ways to improve the service we provide ,B21. The people in my team are encouraged to come up with new and better ways of doing things ,B22. I am able to access the right learning and development opportunities when I need to ,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance ,B24. There are opportunities for me to develop my career in [my organisation] ,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career ,B26. I am treated fairly at work ,B27. I am treated with respect by the people I work with ,B28. I feel valued for the work I do ,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)  ","B30. In my job, I am clear what is expected of me ",B31. I get the information I need to do my job well ,B32. I have clear work objectives ,B33. I have the skills I need to do my job effectively ,B34. I have the tools I need to do my job effectively,B35. I have an acceptable workload,B36. I achieve a good balance between my work life and my private life,B37. I feel that my pay adequately reflects my performance ,B38. I am satisfied with the total benefits package ,B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable ,B40. I feel that [my organisation] as a whole is managed well ,B41. [Senior managers] in [my organisation] are sufficiently visible ,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values ,B43. I believe that [the board has] a clear vision for the future of [my organisation] ,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] ",B45. I feel that change is managed well in [my organisation] ,B46. When changes are made in [my organisation] they are usually for the better ,B47. [My organisation] keeps me informed about matters that affect me ,B48. I have the opportunity to contribute my views before decisions are made that affect me ,B49. I think it is safe to challenge the way things are done in [my organisation] ,B50. I am proud when I tell others I am part of [my organisation] ,B51. I would recommend [my organisation] as a great place to work ,B52. I feel a strong personal attachment to [my organisation] ,B53. [My organisation] inspires me to do the best in my job ,B54. [My organisation] motivates me to help it achieve its objectives,B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey ,B56. I believe that managers where I work will take action on the results from this survey ,"B57. Where I work, I think effective action has been taken on the results of the last survey",B58. I am trusted to carry out my job effectively ,"B59. I believe I would be supported if I try a new idea, even if it may not work ","B60. My performance is evaluated based on whether I get things done, rather than solely follow process ","B61. When I talk about [my organisation] I say ""we"" rather than ""they” ",B62. I have some really good friendships at work ,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] as soon as possible ,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] within the next 12 months ,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next year ,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next three years ,D01. Are you aware of the Civil Service Code? ,D02. Are you aware of how to raise a concern under the Civil Service Code? ,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? ,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) (0=not at all satisfied, 10=completely satisfied) ","W02. Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10) (0=not at all worthwhile, 10=completely worthwhile) ","W03. Overall, how happy did you feel yesterday? (% 7-10) (0=not at all happy, 10=completely happy) ","W04. Overall, how anxious did you feel yesterday? (% 0-3) (0=not at all happy, 10=completely anxious) ",E01. During the past 12 months have you personally experienced discrimination at work? ,E03. During the past 12 months have you personally experienced bullying or harassment at work? 
Region of England usually work in [H1A], East Midlands ,Region of England usually work in [H1A]_ East Midlands ,12102,0.51,0.68,0.77,0.63,0.77,0.43,0.70,0.70,0.29,0.32,0.86,0.77,0.71,0.47,0.61,0.79,0.75,0.78,0.62,0.73,0.73,0.61,0.64,0.73,0.63,0.58,0.59,0.39,0.82,0.78,0.71,0.58,0.46,0.33,0.34,0.73,0.82,0.56,0.68,0.83,0.63,0.74,0.84,0.63,0.57,0.65,0.28,0.33,0.27,0.32,0.36,0.35,0.35,0.28,0.25,0.21,0.49,0.28,0.34,0.44,0.34,0.42,0.36,0.33,0.33,0.46,0.32,0.86,0.62,0.57,0.56,0.79,0.10,0.10,0.21,0.59,0.87,0.65,0.60,0.59,0.67,0.57,0.50,0.14,0.13
Region of England usually work in [H1A], East of England ,Region of England usually work in [H1A]_ East of England ,11063,0.51,0.69,0.76,0.63,0.76,0.42,0.70,0.69,0.29,0.31,0.87,0.77,0.72,0.47,0.62,0.78,0.73,0.76,0.62,0.74,0.75,0.60,0.66,0.74,0.63,0.57,0.60,0.39,0.81,0.77,0.69,0.56,0.45,0.33,0.35,0.74,0.82,0.57,0.67,0.82,0.62,0.73,0.83,0.60,0.58,0.65,0.29,0.32,0.26,0.31,0.35,0.34,0.34,0.26,0.22,0.19,0.48,0.27,0.33,0.44,0.32,0.43,0.35,0.32,0.31,0.45,0.31,0.86,0.62,0.57,0.54,0.78,0.10,0.10,0.21,0.60,0.86,0.64,0.60,0.60,0.68,0.58,0.51,0.13,0.12
Region of England usually work in [H1A], London ,Region of England usually work in [H1A]_ London ,51504,0.56,0.74,0.81,0.66,0.78,0.49,0.74,0.71,0.28,0.39,0.89,0.78,0.75,0.57,0.71,0.83,0.79,0.81,0.67,0.78,0.79,0.61,0.71,0.77,0.63,0.60,0.61,0.41,0.82,0.79,0.73,0.60,0.49,0.43,0.43,0.77,0.84,0.64,0.71,0.82,0.68,0.74,0.86,0.66,0.57,0.63,0.29,0.30,0.24,0.41,0.50,0.43,0.38,0.38,0.29,0.24,0.56,0.34,0.38,0.54,0.42,0.45,0.41,0.38,0.42,0.54,0.36,0.87,0.66,0.65,0.67,0.75,0.09,0.15,0.31,0.45,0.89,0.62,0.65,0.61,0.68,0.58,0.48,0.11,0.11
Region of England usually work in [H1A], North East England ,Region of England usually work in [H1A]_ North East England ,18532,0.49,0.66,0.80,0.67,0.81,0.44,0.71,0.72,0.30,0.35,0.84,0.76,0.69,0.47,0.56,0.81,0.79,0.81,0.66,0.74,0.76,0.66,0.68,0.77,0.71,0.63,0.61,0.44,0.85,0.82,0.75,0.61,0.45,0.36,0.34,0.75,0.84,0.56,0.70,0.85,0.64,0.77,0.84,0.65,0.62,0.68,0.29,0.34,0.28,0.34,0.41,0.38,0.36,0.31,0.28,0.24,0.50,0.31,0.37,0.38,0.33,0.37,0.35,0.34,0.35,0.47,0.34,0.85,0.63,0.57,0.53,0.82,0.11,0.09,0.17,0.63,0.91,0.70,0.65,0.61,0.68,0.57,0.51,0.12,0.11
Region of England usually work in [H1A], North West England ,Region of England usually work in [H1A]_ North West England ,28406,0.53,0.69,0.81,0.68,0.80,0.46,0.73,0.73,0.30,0.36,0.86,0.77,0.72,0.50,0.60,0.82,0.79,0.81,0.68,0.76,0.77,0.67,0.70,0.77,0.71,0.64,0.62,0.44,0.85,0.82,0.75,0.62,0.49,0.37,0.37,0.77,0.85,0.60,0.72,0.85,0.67,0.77,0.85,0.64,0.61,0.69,0.29,0.34,0.28,0.35,0.42,0.38,0.37,0.31,0.29,0.24,0.53,0.31,0.37,0.44,0.37,0.41,0.38,0.36,0.38,0.53,0.39,0.86,0.65,0.59,0.58,0.81,0.09,0.10,0.19,0.62,0.88,0.68,0.65,0.62,0.70,0.59,0.51,0.12,0.11
Region of England usually work in [H1A], South East England ,Region of England usually work in [H1A]_ South East England ,25591,0.51,0.69,0.77,0.61,0.75,0.43,0.70,0.69,0.27,0.31,0.87,0.77,0.71,0.48,0.63,0.79,0.74,0.77,0.61,0.75,0.74,0.57,0.65,0.73,0.60,0.55,0.58,0.37,0.80,0.76,0.68,0.57,0.45,0.35,0.36,0.73,0.82,0.56,0.67,0.82,0.62,0.72,0.83,0.61,0.57,0.64,0.27,0.31,0.24,0.30,0.36,0.33,0.33,0.27,0.22,0.19,0.48,0.27,0.34,0.45,0.33,0.42,0.34,0.31,0.32,0.44,0.28,0.85,0.62,0.57,0.55,0.77,0.09,0.11,0.23,0.57,0.86,0.63,0.59,0.58,0.66,0.56,0.50,0.13,0.12
Region of England usually work in [H1A], South West England ,Region of England usually work in [H1A]_ South West England ,27808,0.54,0.72,0.79,0.64,0.77,0.48,0.73,0.69,0.29,0.32,0.88,0.79,0.73,0.52,0.69,0.82,0.76,0.79,0.64,0.79,0.78,0.60,0.70,0.75,0.62,0.57,0.61,0.38,0.82,0.78,0.71,0.61,0.48,0.41,0.43,0.79,0.84,0.59,0.70,0.82,0.62,0.71,0.84,0.60,0.56,0.65,0.29,0.33,0.25,0.32,0.38,0.36,0.35,0.29,0.21,0.19,0.50,0.29,0.38,0.50,0.36,0.47,0.37,0.33,0.33,0.47,0.30,0.87,0.67,0.62,0.59,0.77,0.08,0.10,0.24,0.58,0.87,0.62,0.62,0.59,0.67,0.56,0.51,0.11,0.10
Region of England usually work in [H1A], West Midlands ,Region of England usually work in [H1A]_ West Midlands ,15854,0.51,0.67,0.77,0.62,0.77,0.43,0.70,0.69,0.29,0.32,0.85,0.75,0.70,0.47,0.60,0.78,0.74,0.78,0.62,0.73,0.73,0.60,0.64,0.73,0.63,0.57,0.58,0.40,0.81,0.78,0.70,0.57,0.45,0.34,0.35,0.73,0.82,0.56,0.68,0.82,0.63,0.73,0.84,0.62,0.57,0.64,0.28,0.32,0.26,0.33,0.38,0.35,0.35,0.28,0.25,0.21,0.48,0.28,0.33,0.45,0.34,0.40,0.36,0.33,0.33,0.46,0.33,0.85,0.61,0.58,0.56,0.79,0.10,0.11,0.21,0.58,0.85,0.65,0.60,0.59,0.67,0.56,0.49,0.13,0.12
Region of England usually work in [H1A], Yorkshire and the Humber ,Region of England usually work in [H1A]_ Yorkshire and the Humber ,17330,0.51,0.68,0.77,0.64,0.78,0.43,0.71,0.70,0.30,0.32,0.85,0.76,0.70,0.48,0.62,0.78,0.74,0.78,0.63,0.76,0.75,0.61,0.67,0.74,0.64,0.58,0.58,0.38,0.83,0.79,0.72,0.58,0.45,0.35,0.35,0.74,0.83,0.58,0.70,0.82,0.63,0.73,0.83,0.62,0.58,0.67,0.30,0.33,0.28,0.32,0.38,0.35,0.34,0.28,0.23,0.20,0.47,0.29,0.35,0.42,0.34,0.40,0.35,0.33,0.33,0.48,0.32,0.85,0.63,0.58,0.57,0.79,0.10,0.10,0.21,0.59,0.86,0.64,0.62,0.60,0.67,0.56,0.50,0.13,0.11
Time in current job [H02], Less than 1 year ,Time in current job [H02]_ Less than 1 year ,58890,0.59,0.75,0.84,0.70,0.82,0.56,0.80,0.72,0.36,0.43,0.90,0.80,0.76,0.59,0.71,0.86,0.81,0.84,0.72,0.81,0.82,0.67,0.77,0.80,0.67,0.66,0.65,0.43,0.86,0.83,0.78,0.65,0.56,0.52,0.51,0.84,0.88,0.69,0.77,0.82,0.68,0.74,0.82,0.67,0.64,0.70,0.37,0.39,0.33,0.44,0.52,0.47,0.42,0.41,0.31,0.28,0.59,0.37,0.44,0.58,0.49,0.47,0.47,0.44,0.44,0.58,0.33,0.89,0.71,0.65,0.67,0.77,0.06,0.10,0.28,0.56,0.85,0.60,0.68,0.65,0.72,0.61,0.52,0.10,0.10
Time in current job [H02], 1 year but less than 3 years ,Time in current job [H02]_ 1 year but less than 3 years ,61428,0.56,0.74,0.83,0.68,0.80,0.51,0.75,0.72,0.31,0.39,0.89,0.79,0.74,0.56,0.70,0.85,0.81,0.83,0.68,0.79,0.80,0.64,0.72,0.78,0.67,0.63,0.64,0.44,0.84,0.81,0.76,0.62,0.53,0.43,0.45,0.79,0.85,0.63,0.74,0.84,0.68,0.76,0.86,0.66,0.59,0.66,0.31,0.35,0.28,0.40,0.47,0.42,0.40,0.36,0.28,0.25,0.56,0.34,0.41,0.52,0.42,0.46,0.41,0.38,0.41,0.54,0.38,0.88,0.69,0.66,0.65,0.78,0.08,0.12,0.25,0.54,0.88,0.65,0.66,0.62,0.69,0.59,0.51,0.11,0.10
Time in current job [H02], 3 years but less than 5 years ,Time in current job [H02]_ 3 years but less than 5 years ,38332,0.53,0.71,0.81,0.65,0.78,0.45,0.72,0.72,0.28,0.36,0.87,0.77,0.73,0.51,0.65,0.83,0.78,0.81,0.65,0.77,0.77,0.62,0.68,0.76,0.66,0.60,0.61,0.42,0.82,0.79,0.72,0.59,0.47,0.36,0.38,0.76,0.83,0.59,0.71,0.84,0.66,0.76,0.87,0.64,0.58,0.66,0.27,0.32,0.25,0.36,0.41,0.38,0.37,0.32,0.27,0.23,0.52,0.31,0.37,0.48,0.38,0.43,0.38,0.35,0.38,0.50,0.37,0.87,0.65,0.61,0.60,0.79,0.09,0.12,0.23,0.56,0.87,0.66,0.63,0.60,0.68,0.57,0.50,0.12,0.11
Time in current job [H02], 5 years but less than 10 years  ,Time in current job [H02]_ 5 years but less than 10 years  ,53962,0.51,0.67,0.77,0.63,0.76,0.41,0.69,0.71,0.26,0.32,0.86,0.75,0.70,0.45,0.59,0.79,0.75,0.78,0.62,0.74,0.74,0.60,0.64,0.74,0.64,0.57,0.58,0.40,0.81,0.77,0.69,0.56,0.42,0.31,0.33,0.72,0.81,0.54,0.67,0.84,0.64,0.75,0.87,0.63,0.58,0.66,0.25,0.29,0.24,0.32,0.38,0.34,0.34,0.28,0.25,0.20,0.47,0.28,0.33,0.44,0.34,0.41,0.34,0.32,0.33,0.45,0.32,0.85,0.60,0.57,0.54,0.80,0.10,0.11,0.21,0.58,0.86,0.65,0.60,0.59,0.67,0.57,0.50,0.13,0.12
Time in current job [H02], 10 years or more ,Time in current job [H02]_ 10 years or more ,53584,0.50,0.67,0.74,0.60,0.74,0.39,0.67,0.70,0.25,0.29,0.85,0.77,0.70,0.44,0.56,0.76,0.72,0.76,0.59,0.70,0.70,0.58,0.61,0.71,0.62,0.54,0.56,0.39,0.80,0.76,0.67,0.56,0.41,0.30,0.30,0.70,0.80,0.53,0.63,0.83,0.63,0.74,0.85,0.63,0.57,0.64,0.24,0.27,0.23,0.30,0.34,0.32,0.32,0.25,0.24,0.18,0.44,0.26,0.30,0.41,0.30,0.41,0.33,0.30,0.30,0.41,0.30,0.84,0.57,0.54,0.50,0.80,0.11,0.09,0.17,0.63,0.85,0.66,0.58,0.59,0.67,0.57,0.48,0.13,0.12
Time in organisation (or predecessor) [H03], Less than 1 year ,Time in organisation (or predecessor) [H03]_ Less than 1 year ,16436,0.65,0.74,0.82,0.71,0.82,0.56,0.83,0.77,0.42,0.50,0.91,0.76,0.77,0.57,0.69,0.85,0.79,0.83,0.75,0.82,0.82,0.68,0.80,0.81,0.67,0.68,0.67,0.42,0.87,0.82,0.75,0.65,0.55,0.53,0.49,0.88,0.90,0.73,0.82,0.83,0.71,0.76,0.87,0.72,0.72,0.77,0.44,0.44,0.39,0.55,0.60,0.56,0.47,0.53,0.39,0.36,0.65,0.42,0.48,0.71,0.66,0.43,0.57,0.55,0.50,0.59,0.26,0.91,0.71,0.64,0.69,0.71,0.05,0.12,0.36,0.48,0.74,0.48,0.70,0.69,0.74,0.65,0.53,0.06,0.06
